Position,Artist,Song,Streams
638,Kendrick Lamar ,ELEMENT.,83917996
639,Lil Baby ,Pure Cocaine,83580799
640,Shawn Mendes ,Mercy,83334888
641,Travis Scott ,beibs in the trap,83265953
642,Ariana Grande ,Dangerous Woman,83265541
643,Taylor Swift ,Lavender Haze,83226296
644,YG ,Go Loko,82520209
645,Flume ,Say It,82337429
646,Jessie J ,Bang Bang,82251994
647,Bruno Mars ,Smokin Out The Window,82228168
648,Selena Gomez ,Hands To Myself,82204948
649,Latto ,Big Energy,82202983
650,Lil Uzi Vert ,Myron,81140683
651,Ellie Goulding ,Love Me Like You Do,81076476
652,The Chainsmokers ,This Feeling,80978407
653,Post Malone ,Stay,80957121
654,Rihanna ,Love On The Brain,80925444
655,Kevin Gates ,Really Really,80866635
656,Future ,F*ck Up Some Commas,80812830
657,J. Cole ,KOD,80773017
658,Imagine Dragons ,Natural,80538052
659,Megan Thee Stallion ,Body,80338969
660,Eminem ,Lose Yourself,80284666
661,Chief Keef ,Love Sosa,80223782
662,Ayo & Teo ,Rolex,80064354
663,YBN Nahmir ,Rubbin Off The Paint,79621979
664,Taylor Swift ,Midnight Rain,79514355
665,Tee Grizzley ,First Day Out,79440420
666,Daya ,Hide Away,79375110
667,Bad Bunny ,Neverita,79303751
668,Lil Baby ,Sum 2 Prove,79172412
669,Pop Smoke ,Hello,79167125
670,Big Sean ,Moves,79110320
671,Ruth B. ,Dandelions,79089363
672,Rich The Kid ,Splashin,79057026
673,Dua Lipa ,Break My Heart,78970082
674,Luke Combs ,Beer Never Broke My Heart,78948456
675,Jessica Darrow ,Surface Pressure,78691499
676,XXXTENTACION ,Arms Around You,78640068
677,21 Savage ,Runnin,78639389
678,Kesha ,Praying,78594034
679,Post Malone ,Paranoid,78582762
680,Kanye West ,Praise God,78568531
681,J. Cole ,Neighbors,77926846
682,Gabby Barrett ,I Hope,77883408
683,Fall Out Boy ,Centuries,77847863
684,Becky G ,MAMIII,77685438
685,Ariana Grande ,Stuck with U,77527054
686,OMI ,Cheerleader (Felix Jaehn Remix),77317485
687,KYLE ,Playinwitme,76991101
688,Kanye West ,All Mine,76972755
689,Maroon 5 ,Beautiful Mistakes,76939291
690,Lil Uzi Vert ,Sauce It Up,76926735
691,Alessia Cara ,How Far I'll Go,76752001
692,Drake ,Still Here,76042372
693,Megan Thee Stallion ,Thot Shit,75741224
694,Lil Uzi Vert ,P2,75685447
695,Rae Sremmurd ,No Type,75658607
696,Jason Derulo ,Want to Want Me,75507123
697,Travis Scott ,Goosebumps  Remix,75462580
698,David Guetta ,I'm Good (Blue),75294822
699,Drake ,Girls Want Girls,75092582
700,Jason Derulo ,Swalla,75063678
701,Eartha Kitt ,Santa Baby,75057398
702,Alessia Cara ,Wild Things,75034774
703,Nick Jonas ,Close,75001886
704,Bad Bunny ,Tarot,74979912
705,The Chainsmokers ,All We Know,74922652
706,Drake ,Big Rings,74818115
707,Gucci Mane ,Both,74752496
708,Thomas Rhett ,Die A Happy Man,74721719
709,J. Cole ,m y . l i f e,74605156
710,Drake ,Legend,74560528
711,Lil Uzi Vert ,New Patek,74465767
712,Flo Rida ,GDFR,74323833
713,Logic ,Everyday,74094592
714,Marc E. Bassy ,You & Me,74019535
715,Billie Eilish ,bellyache,73988829
716,The Rare Occasions ,Notion,73881354
717,Darlene Love ,Christmas (Baby Please Come Home),73684954
718,Polo G ,Flex,73669856
719,Young M.A ,OOOUUU,73663117
720,Justin Bieber ,Lonely,73289055
721,Selena Gomez ,Same Old Love,73255863
722,G,Eazy  I Mean It,73181646
723,Jonas Blue ,Fast Car,72978752
724,Chance the Rapper ,Hot Shower,72612798
725,Lil Baby ,On Me,72577214
726,Post Malone ,SaintTropez,72506541
727,Taylor Swift ,Maroon,72491704
728,Timeflies ,Once In a While,72312385
729,DJ Khaled ,No Brainer,72279841
730,Kygo ,Stay,72139250
731,Lil Uzi Vert ,That Way  Bonus Track,72092494
732,Clean Bandit ,Rockabye,71984836
733,Drake ,0 To 100 / The Catch Up,71827840
734,Mykola Dmytrovych Leontovych ,Carol of the Bells,71706814
735,Post Malone ,Rich & Sad,71663340
736,Morgan Wallen ,Thought You Should Know,71563009
737,Jon Bellion ,All Time Low,71474224
738,Lil Uzi Vert ,Futsal Shuffle 2020,71462560
739,Drake ,Don’t Matter To Me,71300622
740,Drake ,Mob Ties,71016033
741,Drake ,Sneakin’,71004017
742,Troye Sivan ,YOUTH,70909568
743,Baby Keem ,ORANGE SODA,70880266
744,AJR ,Weak,70880026
745,Kanye West ,Hurricane,70820755
746,Rauw Alejandro ,Todo De Ti,70548618
747,A Boogie Wit da Hoodie ,Startender,70472180
748,Macklemore ,Glorious,70465882
749,Kodak Black ,No Flockin,70434887
750,Young Thug ,Bad Bad Bad,70324546
751,J. Cole ,Deja Vu,70162237
752,Juice WRLD ,Conversations,70155691
753,Beyoncé ,CUFF IT,70035649
754,Ariana Grande ,imagine,69998700
755,Thomas Rhett ,Unforgettable,69984146
756,Khalid ,Saved,69815909
757,Camila Cabello ,Bam Bam,69714662
758,Nardo Wick ,Who Want Smoke??,69700770
759,PnB Rock ,Selfish,69647971
760,Lil Tecca ,Ransom,69645813
761,The Weeknd ,Stargirl Interlude,69531121
762,Robin Schulz ,Sugar,69518913
763,City Girls ,Act Up,69423378
764,Kendrick Lamar ,N95,69261483
765,DJ Khaled ,EVERY CHANCE I GET,69197219
766,James Bay ,Let It Go,69021629
767,Taylor Swift ,Karma,68987192
768,YNW Melly ,Suicidal (Remix),68953277
769,Metro Boomin ,10 Freaky Girls,68910633
770,Yung Gravy ,Betty (Get Money),68763185
771,Lil Nas X ,HOLIDAY,68601292
772,MadeinTYO ,Uber Everywhere,68560327
773,Taylor Swift ,cardigan,68550662
774,Fetty Wap ,My Way,68534872
775,Neon Trees ,Everybody Talks,68460789
776,Taylor Swift ,"You're On Your Own, Kid",68091952
777,Ariana Grande ,boyfriend,68075759
778,Mustard ,Baguettes in the Face,68006179
779,Ella Mai ,Boo'd Up,67988376
780,WILLOW ,t r a n s p a r e n t s o u l feat. Travis Barker,67979967
781,Beyoncé ,7/11,67910109
782,Trippie Redd ,Topanga,67871555
783,Post Malone ,Spoil My Night,67636137
784,Tay,K  The Race,67561106
785,Clairo ,Sofia,67460841
786,Taylor Swift ,Lover,67263883
787,Halsey ,You should be sad,67248866
788,Meghan Trainor ,All About That Bass,67151753
789,Rihanna ,Bitch Better Have My Money,67108696
790,Justin Bieber ,Yummy,66838785
791,Megan Thee Stallion ,Cash Shit,66804083
792,Megan Thee Stallion ,Savage,66785378
793,Future ,Selfish,66567231
794,Taylor Swift ,Snow On The Beach,66545287
795,One Direction ,Drag Me Down,66521288
796,Lil Tecca ,Did It Again,66171892
797,Ellie Goulding ,On My Mind,66115839
798,Justin Bieber ,Hold On,66083944
799,Old Dominion ,One Man Band,66055536
800,Morgan Wallen ,Somebody’s Problem,65697045
801,Justin Bieber ,Anyone,65472657
802,Nicki Minaj ,Only,65470534
803,2 Chainz ,4 AM,65418520
804,Ella Mai ,Trip,65368178
805,Chris Brown ,Under The Influence,65353666
806,Florida Georgia Line ,H.O.L.Y.,64970810
807,J. Cole ,p r i d e . i s . t h e . d e v i l,64787724
808,The Weeknd ,In Your Eyes,64759227
809,Kodak Black ,Transportin',64739053
810,Bazzi ,I.F.L.Y.,64730494
811,Taylor Swift ,Bejeweled,64685828
812,Brett Young ,In Case You Didn't Know,64657606
813,Taylor Swift ,willow,64646281
814,NLE Choppa ,Shotta Flow (Feat. Blueface) [Remix],64529726
815,Coldplay ,Hymn for the Weekend  Seeb Remix,64502923
816,Bad Bunny ,LA NOCHE DE ANOCHE,64450937
817,ZAYN ,Dusk Till Dawn,64438774
818,Jason Aldean ,You Make It Easy,64374823
819,Polo G ,Go Stupid,64303528
820,Lil Yachty ,One Night,64228675
821,Loud Luxury ,Body,64219434
822,Marshmello ,Be Kind,64216454
823,Halsey ,Graveyard,64202847
824,Omarion ,Post to Be,64187302
825,Lil Uzi Vert ,Just Wanna Rock,64099524
826,Bad Bunny ,La Corriente,63877667
827,Cheat Codes ,No Promises,63729152
828,SZA ,The Weekend,63699242
829,The Weeknd ,I Was Never There,63562499
830,Cardi B ,Be Careful,63512782
831,Drake ,Summer Sixteen,63425374
832,BTS ,Butter,63425107
833,David Guetta ,2U,63383451
834,Quavo ,WORKIN ME,63244762
835,The Lumineers ,Ophelia,63226678
836,Maroon 5 ,Animals,62902009
837,Kodak Black ,Calling My Spirit,62881019
838,Daya ,"Sit Still, Look Pretty",62564123
839,J. Cole ,G.O.M.D.,62257754
840,Tears For Fears ,Everybody Wants To Rule The World,62256647
841,Taylor Swift ,Delicate,62239023
842,Cole Swindell ,She Had Me At Heads Carolina,62230449
843,The Jackson 5 ,Santa Claus Is Coming To Town,62212319
844,Dean Martin ,"Baby, It's Cold Outside",62187665
845,Young Thug ,Hot (Remix),62164819
846,Bad Bunny ,Vete,62061796
847,24kGoldn ,VALENTINO,61991694
848,Marshmello ,Here With Me,61927000
849,Yeat ,Monëy so big,61764389
850,Kehlani ,Nights Like This,61626885
851,Mariah Carey ,Christmas (Baby Please Come Home),61505577
852,Thomas Rhett ,Marry Me,61358111
853,Logic ,Homicide,61353496
854,The Beach Boys ,Little Saint Nick  1991 Remix,61339064
855,YK Osiris ,Worth It,61209429
856,CKay ,love nwantiti (ah ah ah),61186051
857,DJ Khaled ,For Free,61140237
858,DaBaby ,Goin Baby,61101678
859,Trippie Redd ,Taking A Walk,61035074
860,21 Savage ,Mr. Right Now,61032599
861,NAV ,Tap,61001749
862,Lizzo ,Juice,60823106
863,Taylor Swift ,exile,60795539
864,Calvin Harris ,Rollin,60647021
865,Snakehips ,All My Friends,60593190
866,Clean Bandit ,Rather Be,60562179
867,Harry Styles ,Matilda,60459436
868,Bryson Tiller ,Sorry Not Sorry,60434896
869,Bad Bunny ,Un Ratito,60425066
870,Surf Mesa ,ily,60238195
871,Selena Gomez ,Bad Liar,60028652
872,Tory Lanez ,LUV,60001746
873,Bruno Mars ,Talking to the Moon,59926571
874,Elley Duhé ,MIDDLE OF THE NIGHT,59878312
875,Joel Adams ,Please Don't Go,59849309
876,Nat King Cole ,Joy To The World,59827161
877,Charlie Puth ,Light Switch,59716970
878,The Weeknd ,Reminder,59620662
879,Calvin Harris ,How Deep Is Your Love,59463594
880,Nirvana ,Smells Like Teen Spirit  Remastered,59317872
881,Fifth Harmony ,Worth It,59256843
882,Queen ,Don't Stop Me Now  Remastered,59228501
883,Desiigner ,Tiimmy Turner,59015382
884,Kodak Black ,Too Many Years,59001162
885,Rihanna ,FourFiveSeconds,58968144
886,Drake ,Childs Play,58873542
887,Ed Sheeran ,Galway Girl,58839949
888,Ski Mask The Slump God ,Nuketown,58800265
889,Beyoncé ,BREAK MY SOUL,58766150
890,The Weeknd ,Acquainted,58655818
891,Lil Tjay ,Headshot,58609240
892,Olivia Rodrigo ,enough for you,58572337
893,Meghan Trainor ,Like I'm Gonna Lose You,58460209
894,Cardi B ,Please Me,58439781
895,Martin Garrix ,Scared to Be Lonely,58399197
896,Noah Kahan ,Stick Season,58383443
897,Silentó ,Watch Me (Whip / Nae Nae),58353609
898,21 Savage ,Ghostface Killers,58263736
899,XXXTENTACION ,whoa (mind in awe),58262282
900,Lil Baby ,The Bigger Picture,58137365
901,Eminem ,River,58089002
902,Rod Wave ,Heart On Ice,58076050
903,The Kid LAROI ,SO DONE,58029449
904,Juice WRLD ,Black & White,58028285
905,Trey Songz ,Slow Motion,58002051
906,Rae Sremmurd ,Come Get Her,57995873
907,Rae Sremmurd ,This Could Be Us,57990446
908,Logic ,Everybody,57990129
909,Post Malone ,Cooped Up,57988999
910,Lil Uzi Vert ,Erase Your Social,57980501
911,Alec Benjamin ,Let Me Down Slowly,57970760
912,Harry Styles ,Music For a Sushi Restaurant,57916775
913,Twenty One Pilots ,Tear in My Heart,57900229
914,Dennis Lloyd ,Nevermind,57848143
915,Miley Cyrus ,Malibu,57775138
916,Fifth Harmony ,All In My Head (Flex),57664256
917,Taylor Swift ,ME!,57391669
918,Ariana Grande ,Love Me Harder,57285175
919,Shawn Mendes ,In My Blood,57174877
920,Tainy ,Lo Siento BB:/,57135915
921,Harry Styles ,Golden,57121273
922,The Weeknd ,After Hours,57062099
923,Social House ,Magic In The Hamptons,57010632
924,Hailee Steinfeld ,Most Girls,56922479
925,Pop Smoke ,Got It On Me,56866811
926,KAROL G ,Tusa,56824409
927,ERNEST ,Flower Shops,56799282
928,Taylor Swift ,...Ready For It?,56613807
929,Lil Baby ,Freestyle,56582499
930,R. City ,Locked Away,56578381
931,NLE Choppa ,Shotta Flow,56536653
932,Lil Wayne ,Uproar,56468238
933,GoldLink ,Crew,56458549
934,The Weeknd ,In The Night,56444533
935,Marshmello ,Leave Before You Love Me,56427745
936,Sam Smith ,I'm Not The Only One,56402815
937,Lil Wayne ,Mona Lisa,56354529
938,Taylor Swift ,Vigilante Shit,56313777
939,Steve Lacy ,Static,56250712
940,Meek Mill ,All Eyes on You,56247567
941,Harry Styles ,Sign of the Times,56208852
942,Hailee Steinfeld ,Love Myself,56086741
943,Kanye West ,Waves,55997889
944,Shawn Mendes ,I Know What You Did Last Summer,55906852
945,Young Stoner Life ,Solid,55875922
946,Charlie Puth ,How Long,55860013
947,Post Malone ,Hollywood's Bleeding,55584164
948,6ix9ine ,KIKA,55520510
949,Future ,Wicked,55381955
950,NAV ,Myself,55379514
951,John Legend ,All of Me,55369178
952,Cigarettes After Sex ,Apocalypse,55292647
953,Megan Thee Stallion ,Sweetest Pie,55276845
954,Daddy Yankee ,Con Calma,55166149
955,Topic ,Breaking Me,55109344
956,DaBaby ,Baby Sitter,55095664
957,Katy Perry ,Never Really Over,55067804
958,Roddy Ricch ,Start Wit Me,55018380
959,Saweetie ,My Type,55014809
960,Tate McRae ,she's all i wanna be,54992060
961,Tove Lo ,Talking Body,54890193
962,Quavo ,HOTEL LOBBY (Unc & Phew),54850356
963,Aminé ,REEL IT IN,54739294
964,DJ Khaled ,GREECE,54717916
965,Taylor Swift ,august,54625767
966,Ariana Grande ,pov,54533829
967,Mike Perry ,The Ocean,54469375
968,Megan Thee Stallion ,Girls in the Hood,54466651
969,Baby Keem ,HONEST,54102820
970,Alan Walker ,Faded,54100218
971,DDG ,Moonwalking in Calabasas,54093363
972,J. Cole ,She Knows,54059288
973,Vundabar ,Alien Blues,54041374
974,Billie Eilish ,all the good girls go to hell,53993006
975,Coldplay ,My Universe,53947652
976,6ix9ine ,GOOBA,53917148
977,Childish Gambino ,3005,53853351
978,Tee Grizzley ,From The D To The A,53814866
979,Ariana Grande ,NASA,53660003
980,Post Malone ,Motley Crew,53597602
981,Bebe Rexha ,I'm a Mess,53309228
982,The Chainsmokers ,Who Do You Love,53239474
983,SZA ,Shirt,53203148
984,Maren Morris ,The Bones,53108609
985,Drake ,10 Bands,52875134
986,Tory Lanez ,Say It,52744672
987,Jack Harlow ,Nail Tech,52488297
988,Juice WRLD ,Life's A Mess,52474709
989,6ix9ine ,GUMMO,52433571
990,Drake ,Signs,52311258
991,YFN Lucci ,Everyday We Lit,52259968
992,Dua Lipa ,We're Good,52250269
993,Megan Thee Stallion ,Cry Baby,51989339
994,Lil Baby ,Close Friends (Lil Baby & Gunna),51946627
995,Tai Verdes ,AOK,51926588
996,Ed Sheeran ,Don't,51816937
997,Lil Nas X ,Rodeo,51788566
998,YoungBoy Never Broke Again ,Outside Today,51700652
999,Taylor Swift ,Question...?,51647553
1000,Bad Bunny ,Safaera,51612770
1001,Harry Styles ,Daylight,51560617
1002,Taylor Swift ,the 1,51543535
1003,Ice Cube ,It Was A Good Day,51427753
1004,Omar Apollo ,Evergreen,51419831
1005,Nicki Minaj ,Truffle Butter,51390845
1006,Cheat Codes ,Sex,51361858
1007,O.T. Genasis ,Cut It,51307796
1008,Paul McCartney ,Wonderful Christmastime  Edited Version / Remastered 2011,51289585
1009,X Ambassadors ,Renegades,51224217
1010,Bad Bunny ,Yo Perreo Sola,51051248
1011,Imagine Dragons ,Enemy,50995955
1012,Pitbull ,Time of Our Lives,50967811
1013,Trippie Redd ,1400 / 999 Freestyle,50938549
1014,benny blanco ,Roses,50831435
1015,The Weeknd ,Take My Breath,50769835
1016,Burl Ives ,Rudolph The RedNosed Reindeer,50752538
1017,Drake ,Right Hand,50737805
1018,Ariana Grande ,Break Free,50627582
1019,Em Beihold ,Numb Little Bug,50555344
1020,Charlie Puth ,Left and Right (Feat. Jung Kook of BTS),50440183
1021,Bizarrap ,"Quevedo: Bzrp Music Sessions, Vol. 52",50396055
1022,Lauren Spencer Smith ,Fingers Crossed,50353213
1023,Metro Boomin ,No Complaints,50224935
1024,Galantis ,No Money,50044898
1025,Eminem ,The Real Slim Shady,50034425
1026,Sia ,Elastic Heart,49959549
1027,Post Malone ,92 Explorer,49920716
1028,Lil Tecca ,Love Me,49902710
1029,SZA ,Kill Bill,49884805
1030,G,Eazy  Some Kind Of Drug,49833045
1031,Migos ,Get Right Witcha,49833007
1032,The Chainsmokers ,Call You Mine,49745871
1033,Milky Chance ,Stolen Dance,49660656
1034,Echosmith ,Cool Kids,49643988
1035,A$AP Rocky ,F**kin' Problems,49467361
1036,Gene Autry ,Here Comes Santa Claus (Right Down Santa Claus Lane),49462102
1037,Stephanie Beatriz ,The Family Madrigal,49436537
1038,Logic ,Keanu Reeves,49392833
1039,MØ ,Final Song,49361417
1040,Olivia Rodrigo ,"1 step forward, 3 steps back",49354316
1041,Maroon 5 ,Wait,49303216
1042,TOKYO’S REVENGE ,GOODMORNINGTOKYO!,49275156
1043,Kendrick Lamar ,Die Hard,49248636
1044,Shawn Mendes ,Wonder,49246743
1045,Cody Johnson ,'Til You Can't,49196663
1046,Megan Thee Stallion ,Hot Girl Summer,48986332
1047,Tyler Hubbard ,5 Foot 9,48935367
1048,Frank Sinatra ,Mistletoe And Holly  Remastered 1999,48859261
1049,Calvin Harris ,My Way,48839895
1050,Florida Georgia Line ,Simple,48765565
1051,Halsey ,New Americana,48670562
1052,Ashnikko ,Daisy,48663445
1053,Miley Cyrus ,Midnight Sky,48593390
1054,Travis Scott ,Watch,48528205
1055,Taylor Swift ,Don’t Blame Me,48446993
1056,Post Malone ,Over Now,48399298
1057,Anuel AA ,China,48374018
1058,Justin Timberlake ,Say Something,48226776
1059,Maroon 5 ,Cold,48029320
1060,Imagine Dragons ,Bones,48025317
1061,Calvin Harris ,Blame,47969994
1062,Billie Eilish ,my strange addiction,47834232
1063,Trippie Redd ,Dark Knight Dummo (Feat. Travis Scott),47818797
1064,Luke Combs ,Better Together,47787095
1065,Nicky Jam ,X,47783184
1066,Clean Bandit ,Solo,47767161
1067,Yo Gotti ,Down In the DM,47599228
1068,"Tyler, The Creator ",WUSYANAME,47551679
1069,T,Wayne  Nasty Freestyle,47412344
1070,Selena Gomez ,Kill Em With Kindness,47387427
1071,Maroon 5 ,Maps,47362002
1072,Kanye West ,Moon,47360570
1073,XXXTENTACION ,NUMB,47260044
1074,Twenty One Pilots ,Car Radio,47194493
1075,Martin Garrix ,Summer Days,47163854
1076,Bad Bunny ,Yo No Soy Celoso,47047318
1077,Meghan Trainor ,NO,47036106
1078,Justin Bieber ,Friends,46960589
1079,Ariana Grande ,needy,46952516
1080,Manuel Turizo ,La Bachata,46825328
1081,One Direction ,Perfect,46770086
1082,Miley Cyrus ,Prisoner,46717753
1083,Jonas Brothers ,Only Human,46658896
1084,Kid Cudi ,Mr. Rager,46632445
1085,Clean Bandit ,Symphony,46570752
1086,John Lennon ,Happy Xmas (War Is Over)  Remastered 2010,46430174
1087,NAV ,Champion,46335200
1088,Dante Klein ,Let Me Hold You (Turn Me On),46295103
1089,Justin Bieber ,Company,46279257
1090,Ruth B. ,Lost Boy,46211456
1091,Taylor Swift ,Mastermind,46196864
1092,Khalid ,Talk,46168125
1093,Offset ,Clout,45988907
1094,Frank Ocean ,Pink + White,45987269
1095,Nelly ,Lil Bit,45977526
1096,Joy Again ,Looking Out for You,45955297
1097,OneRepublic ,Wherever I Go,45867470
1098,Zay Hilfigerrr ,Juju On That Beat (TZ Anthem),45767401
1099,*NSYNC ,"Merry Christmas, Happy Holidays",45744894
1100,Shawn Mendes ,Monster (Shawn Mendes & Justin Bieber),45583358
1101,Post Malone ,Die For Me,45568118
1102,Jack Harlow ,Way Out,45565912
1103,Demi Lovato ,Tell Me You Love Me,45532926
1104,Big Sean ,Blessings,45528886
1105,Lil Baby ,Life Goes On,45524730
1106,Justin Bieber ,I'll Show You,45486634
1107,Drake ,Hype,45480573
1108,Wiz Khalifa ,Hopeless Romantic,45393663
1109,Ed Sheeran ,Cross Me,45370707
1110,Jeremih ,Planes,45313785
1111,Sam Smith ,Too Good At Goodbyes  Edit,45142874
1112,Selena Gomez ,Fetish,45130808
1113,Rod Wave ,Rags2Riches,45120892
1114,Martin Garrix ,Ocean,45068508
1115,Chance the Rapper ,Juke Jam,44972930
1116,The Neighbourhood ,Softcore,44951503
1117,Sam Smith ,Have Yourself A Merry Little Christmas,44951050
1118,Charlie Puth ,One Call Away,44950868
1119,Tory Lanez ,Broke In A Minute,44876389
